,Metelectrona_ventralis,Electrona_paucirastra,Protomyctophum_choriodon,Protomyctophum_andriashevi,Protomyctophum_gemmatum,Protomyctophum_bolini,Protomyctophum_thompsoni,Protomyctophum_crockeri,Protomyctophum_arcticum,Protomyctophum_parallelum,Krefftichthys_anderssoni,Protomyctophum_tenisoni,Electrona_carlsbergi,Electrona_risso,Electrona_subaspera,Electrona_antarctica,Myctophum_brachygnathum,Myctophum_obtusirostre,Myctophum_orientale,Myctophum_selenops,Myctophum_asperum,Myctophum_lychnobium,Myctophum_spinosum,Centrobranchus_nigroocellatus,Centrobranchus_choerocephalus,Centrobranchus_cf._brevirostris,Gonichthys_cocco,Gonichthys_tenuiculus,Centrobranchus_andreae,Myctophum_phengodes,Loweina_rara,Tarletonbeania_crenularis,Symbolophorus_californiensis,Symbolophorus_reversus,Symbolophorus_rufinus,Symbolophorus_evermanni,Hygophum_hygomii,Hygophum_benoiti,Hygophum_hanseni,Hygophum_proximum,Hygophum_reinhardtii,Myctophum_nitidulum,Myctophum_affine,Myctophum_punctatum,Hygophum_atratum,Myctophum_aurolaternatum,Symbolophorus_veranyi,Symbolophorus_barnardi,Benthosema_glaciale,Benthosema_suborbitale,Diogenichthys_atlanticus,Diogenichthys_laternatus,Diogenichthys_sp.,Benthosema_pterotum,Benthosema_panamense,Benthosema_fibulatum,Lobianchia_gemellarii,Lobianchia_dofleini,Diaphus_dumerilii,Diaphus_chrysorhynchus,Diaphus_fragilis,Diaphus_bertelseni,Diaphus_thiollierei,Diaphus_perspicillatus,Diaphus_danae,Diaphus_antonbruuni,Diaphus_splendidus,Diaphus_phillipsi,Diaphus_effulgens,Diaphus_regani,Diaphus_malayanus,Diaphus_garmani,Diaphus_termophilus,Diaphus_suborbitalis,Diaphus_metopoclampus,Diaphus_schmidti,Diaphus_whitleyi,Diaphus_umbroculus,Diaphus_signatus,Diaphus_watasei,Diaphus_nielseni,Diaphus_adenomus,Diaphus_luetkeni,Diaphus_holti,Diaphus_rafinesquii,Diaphus_subtilis,Diaphus_hudsoni,Diaphus_gigas,Diaphus_kapalae,Diaphus_ostenfeldi,Diaphus_coeruleus,Diaphus_fulgens,Diaphus_aliciae,Diaphus_lobatus,Diaphus_brachycephalus,Diaphus_richardsoni,Diaphus_cf._mollis,Diaphus_mollis,Diaphus_parri,Diaphus_meadi,Diaphus_anderseni,Diaphus_theta,Scopelopsis_multipunctatus,Notoscopelus_caudispinosus,Notoscopelus_resplendens,Notoscopelus_bolini,Notoscopelus_elongatus_kroyeri,Lampanyctodes_hectoris,Lampichthys_procerus,Gymnoscopelus_piabilis,Gymnoscopelus_braueri,Gymnoscopelus_opisthopterus,Gymnoscopelus_fraseri,Gymnoscopelus_hintonoides,Gymnoscopelus_bolini,Gymnoscopelus_nicholsi,Lampadena_urophaos_urophaos,Lampadena_urophaos_atlantica,Lampadena_chavesi,Lampadena_yaquinae,Lampadena_anomala,Lampadena_luminosa,Taaningichthys_bathyphilus,Taaningichthys_minimus,Lampadena_speculigera,Lampadena_notialis,Stenobrachius_leucopsarus,Stenobrachius_nannochir,Triphoturus_mexicanus,Triphoturus_oculeum,Triphoturus_nigrescens,Parvilux_ingens,Lampanyctus_hubbsi,Lampanyctus_parvicauda,Lampanyctus_nobilis,Lampanyctus_vadulus,Lampanyctus_turneri,Lampanyctus_photonotus,Lampanyctus_crocodilus,Lampanyctus_macdonaldi,Nannobrachium_idostigma,Lampanyctus_festivus,Lampanyctus_tenuiformis,Nannobrachium_regale,Nannobrachium_ritteri,Lampanyctus_jordani,Nannobrachium_fernae,Nannobrachium_phyllisae,Lampanyctus_alatus,Nannobrachium_hawaiiensis,Nannobrachium_bristori,Lampanyctus_intricarius,Lampanyctus_pusillus,Lampanyctus_australis,Nannobrachium_atrum,Nannobrachium_achirus,Nannobrachium_cuprarium,Nannobrachium_lineatum,Bolinichthys_pyrsobolus,Bolinichthys_supralateralis,Bolinichthys_indicus,Bolinichthys_photothorax,Bolinichthys_longipes,Bolinichthys_distofax,Bolinichthys_nikolayi,Ceratoscopelus_warmingii,Ceratoscopelus_townsendi,Ceratoscopelus_maderensis,Lepidophanes_guentheri,Lepidophanes_gaussi,Notolychnus_valdiviae,Solivomer_arenidens,Scopelengys_tristis,Neoscopelus_macrolepidotus,Neoscopelus_microchir,Neoscopelus_porosus
Diaphus_mollis,0.418514922,0.421545579,0.437142388,0.428534652,0.427373323,0.437801827,0.430143748,0.439740537,0.445928584,0.420124264,0.464497151,0.414223245,0.445562473,0.435277927,0.424769164,0.423186828,0.52114482,0.532112017,0.609911708,0.556973037,0.548610476,0.533349405,0.526887414,0.614418907,0.612673462,0.612024199,0.545396725,0.564102391,0.578362932,0.593217216,0.630696475,0.573077777,0.490403255,0.501030672,0.522596761,0.527228038,0.487621735,0.56650875,0.515388143,0.515220591,0.51079666,0.528850292,0.520978374,0.556774939,0.490175162,0.510959952,0.597830586,0.639900753,0.550965767,0.476910012,0.609155182,0.567326731,0.588806721,0.624015747,0.646824609,0.551492479,0.348742341,0.408088114,0.243726488,0.192329163,0.186916426,0.228422787,0.195791436,0.206843282,0.190215233,0.209823175,0.216507848,0.183036773,0.185524449,0.177189169,0.205832266,0.20795608,0.199978487,0.198759419,0.194836359,0.206647619,0.184924499,0.204719167,0.220755986,0.202934516,0.200853332,0.184739096,0.25874894,0.29029838,0.21630606,0.287643996,0.275135952,0.24480971,0.250095164,0.234783465,0.266198118,0.124507928,0.136190498,0.128206267,0.113103616,0.117556847,0.028364568,NA,0.108922692,0.113505927,0.109676896,0.142824372,0.493379783,0.408112055,0.414122572,0.432380904,0.455699356,0.390709052,0.381008784,0.454891061,0.422968557,0.418772493,0.419157251,0.413223386,0.410329751,0.445917075,0.461606269,0.446735091,0.581175486,0.46053333,0.467356693,0.460162434,0.484840512,0.539489479,0.470932179,0.48301391,0.433873469,0.432889483,0.528321863,0.525902335,0.614966971,0.464388033,0.518451798,0.526752011,0.513327979,0.50674722,0.51605494,0.551010583,0.522030927,0.524025232,0.547002309,0.527733265,0.529392608,0.530441584,0.550355003,0.536895397,0.529479713,0.53060591,0.516724874,0.51981678,0.531814518,0.534489996,0.585971824,0.543880682,0.510089688,0.55672925,0.515453418,0.496483811,0.597126223,0.572962944,0.612725777,0.660578145,0.662002006,0.585636057,0.561846243,0.581905764,0.55306622,0.553732321,0.73770099,0.633957262,0.535971098,0.715193897,0.582484851,0.613920766,0.612996855,0.61281513
Diaphus_parri,0.417168592,0.420199249,0.435796058,0.427188322,0.426026993,0.436455496,0.428797418,0.438394207,0.444582254,0.418777934,0.463150821,0.412876915,0.444216143,0.433931596,0.423422833,0.421840498,0.519798489,0.530765687,0.608565378,0.555626707,0.547264146,0.532003074,0.525541084,0.613072577,0.611327132,0.610677869,0.544050395,0.56275606,0.577016602,0.591870886,0.629350145,0.571731447,0.489056924,0.499684341,0.521250431,0.525881708,0.486275405,0.56516242,0.514041812,0.513874261,0.50945033,0.527503962,0.519632044,0.555428609,0.488828832,0.509613621,0.596484256,0.638554423,0.549619436,0.475563681,0.607808852,0.565980401,0.587460391,0.622669416,0.645478279,0.550146149,0.347396011,0.406741784,0.242380158,0.190982832,0.185570095,0.227076457,0.194445106,0.205496952,0.188868903,0.208476845,0.215161518,0.181690443,0.184178119,0.175842839,0.204485935,0.206609749,0.198632156,0.197413089,0.193490028,0.205301289,0.183578169,0.203372836,0.219409656,0.201588186,0.199507002,0.183392766,0.25740261,0.28895205,0.21495973,0.286297665,0.273789622,0.24346338,0.248748834,0.233437135,0.264851788,0.123161598,0.134844168,0.126859936,0.111757285,0.116210516,0.10466844,0.108922692,NA,0.022754909,0.099246418,0.141478042,0.492033453,0.406765725,0.412776242,0.431034574,0.454353026,0.389362722,0.379662453,0.453544731,0.421622227,0.417426163,0.417810921,0.411877056,0.408983421,0.444570745,0.460259939,0.445388761,0.579829156,0.459187,0.466010363,0.458816103,0.483494181,0.538143149,0.469585849,0.48166758,0.432527139,0.431543153,0.526975533,0.524556005,0.613620641,0.463041703,0.517105468,0.525405681,0.511981648,0.505400889,0.51470861,0.549664252,0.520684597,0.522678902,0.545655979,0.526386935,0.528046277,0.529095254,0.549008672,0.535549066,0.528133383,0.529259579,0.515378544,0.51847045,0.530468188,0.533143666,0.584625494,0.542534352,0.508743358,0.555382919,0.514107088,0.495137481,0.595779893,0.571616614,0.611379446,0.659231815,0.660655676,0.584289727,0.560499913,0.580559434,0.55171989,0.552385991,0.73635466,0.632610932,0.534624768,0.713847567,0.581138521,0.612574436,0.611650525,0.6114688
Diaphus_meadi,0.421751826,0.424782483,0.440379292,0.431771556,0.430610227,0.44103873,0.433380652,0.442977441,0.449165488,0.423361168,0.467734055,0.417460149,0.448799377,0.438514831,0.428006068,0.426423732,0.524381723,0.535348921,0.613148612,0.560209941,0.55184738,0.536586308,0.530124318,0.617655811,0.615910366,0.615261103,0.548633629,0.567339295,0.581599836,0.59645412,0.633933379,0.576314681,0.493640159,0.504267576,0.525833665,0.530464942,0.490858639,0.569745654,0.518625047,0.518457495,0.514033564,0.532087196,0.524215278,0.560011843,0.493412066,0.514196855,0.60106749,0.643137657,0.554202671,0.480146915,0.612392086,0.570563635,0.592043625,0.627252651,0.650061513,0.554729383,0.351979245,0.411325018,0.246963392,0.195566067,0.190153329,0.231659691,0.19902834,0.210080186,0.193452137,0.213060079,0.219744752,0.186273677,0.188761353,0.180426073,0.20906917,0.211192983,0.20321539,0.201996323,0.198073262,0.209884523,0.188161403,0.207956071,0.22399289,0.20617142,0.204090236,0.187976,0.261985844,0.293535284,0.219542964,0.2908809,0.278372856,0.248046614,0.253332068,0.238020369,0.269435022,0.127744832,0.139427402,0.131443171,0.116340519,0.12079375,0.109251674,0.113505927,0.022754909,NA,0.103829652,0.146061276,0.496616687,0.411348959,0.417359476,0.435617808,0.45893626,0.393945956,0.384245688,0.458127965,0.426205461,0.422009397,0.422394155,0.41646029,0.413566655,0.449153979,0.464843173,0.449971995,0.58441239,0.463770234,0.470593597,0.463399337,0.488077416,0.542726383,0.474169083,0.486250814,0.437110373,0.436126387,0.531558767,0.529139239,0.618203875,0.467624937,0.521688702,0.529988915,0.516564882,0.509984124,0.519291844,0.554247486,0.525267831,0.527262136,0.550239213,0.530970169,0.532629511,0.533678488,0.553591906,0.5401323,0.532716617,0.533842813,0.519961778,0.523053684,0.535051422,0.5377269,0.589208728,0.547117586,0.513326592,0.559966154,0.518690322,0.499720715,0.600363127,0.576199848,0.615962681,0.663815049,0.66523891,0.588872961,0.565083147,0.585142668,0.556303124,0.556969225,0.740937894,0.637194166,0.539208002,0.718430801,0.585721755,0.61715767,0.616233759,0.616052034
Diaphus_anderseni,0.417922796,0.420953452,0.436550261,0.427942526,0.426781196,0.4372097,0.429551621,0.43914841,0.445336458,0.419532137,0.463905025,0.413631118,0.444970346,0.4346858,0.424177037,0.422594701,0.520552693,0.531519891,0.609319581,0.55638091,0.548018349,0.532757278,0.526295288,0.61382678,0.612081335,0.611432072,0.544804598,0.563510264,0.577770805,0.592625089,0.630104348,0.57248565,0.489811128,0.500438545,0.522004634,0.526635912,0.487029609,0.565916623,0.514796016,0.514628465,0.510204534,0.528258165,0.520386247,0.556182812,0.489583036,0.510367825,0.597238459,0.639308626,0.55037364,0.476317885,0.608563055,0.566734604,0.588214594,0.62342362,0.646232482,0.550900352,0.348150214,0.407495988,0.243134362,0.191737036,0.186324299,0.22783066,0.195199309,0.206251156,0.189623106,0.209231048,0.215915721,0.182444646,0.184932323,0.176597043,0.205240139,0.207363953,0.19938636,0.198167293,0.194244232,0.206055492,0.184332373,0.20412704,0.220163859,0.202342389,0.200261205,0.184146969,0.258156813,0.289706253,0.215713933,0.287051869,0.274543825,0.244217583,0.249503037,0.234191339,0.265605991,0.123915801,0.135598372,0.12761414,0.112511489,0.11696472,0.105422643,0.109676896,0.099246418,0.103829652,NA,0.142232245,0.492787656,0.407519928,0.413530445,0.431788777,0.455107229,0.390116926,0.380416657,0.454298934,0.42237643,0.418180366,0.418565124,0.412631259,0.409737624,0.445324949,0.461014142,0.446142964,0.58058336,0.459941203,0.466764566,0.459570307,0.484248385,0.538897352,0.470340052,0.482421783,0.433281342,0.432297356,0.527729737,0.525310208,0.614374844,0.463795907,0.517859671,0.526159884,0.512735852,0.506155093,0.515462813,0.550418456,0.521438801,0.523433106,0.546410183,0.527141138,0.528800481,0.529849457,0.549762876,0.53630327,0.528887587,0.530013783,0.516132747,0.519224653,0.531222392,0.533897869,0.585379698,0.543288555,0.509497562,0.556137123,0.514861291,0.495891685,0.596534096,0.572370817,0.61213365,0.659986018,0.661409879,0.58504393,0.561254116,0.581313638,0.552474093,0.553140194,0.737108863,0.633365135,0.535378971,0.71460177,0.581892724,0.613328639,0.612404729,0.612223004
Diaphus_theta,0.346923486,0.349954143,0.365550952,0.356943216,0.355781887,0.36621039,0.358552312,0.368149101,0.374337148,0.348532828,0.392905715,0.342631809,0.373971037,0.363686491,0.353177728,0.351595392,0.449553384,0.460520581,0.538320272,0.485381601,0.47701904,0.461757968,0.455295978,0.542827471,0.541082026,0.540432763,0.473805289,0.492510955,0.506771496,0.52162578,0.559105039,0.501486341,0.418811819,0.429439236,0.451005325,0.455636602,0.416030299,0.494917314,0.443796707,0.443629155,0.439205224,0.457258856,0.449386938,0.485183503,0.418583726,0.439368516,0.52623915,0.568309317,0.479374331,0.405318576,0.537563746,0.495735295,0.517215285,0.552424311,0.575233173,0.479901043,0.277150905,0.336496678,0.172135052,0.120737727,0.11532499,0.156831351,0.1242,0.135251846,0.118623797,0.138231739,0.144916412,0.111445337,0.113933013,0.105597733,0.13424083,0.136364644,0.128387051,0.127167983,0.123244922,0.135056183,0.113333063,0.133127731,0.14916455,0.13134308,0.129261896,0.11314766,0.187157504,0.218706944,0.144714624,0.21605256,0.203544516,0.173218274,0.178503728,0.163192029,0.194606682,0.144181478,0.155864049,0.147879817,0.132777166,0.137230397,0.138570119,0.142824372,0.141478042,0.146061276,0.142232245,NA,0.421788347,0.336520619,0.342531136,0.360789468,0.38410792,0.319117616,0.309417348,0.383299625,0.351377121,0.347181057,0.347565815,0.34163195,0.338738315,0.374325639,0.390014833,0.375143655,0.50958405,0.388941894,0.395765257,0.388570998,0.413249076,0.467898043,0.399340743,0.411422474,0.362282033,0.361298047,0.456730427,0.454310899,0.543375535,0.392796597,0.446860362,0.455160575,0.441736543,0.435155784,0.444463504,0.479419146,0.450439491,0.452433796,0.475410873,0.456141829,0.457801172,0.458850148,0.478763567,0.465303961,0.457888277,0.459014474,0.445133438,0.448225344,0.460223082,0.46289856,0.514380388,0.472289246,0.438498252,0.485137814,0.443861982,0.424892375,0.525534787,0.501371508,0.541134341,0.588986709,0.59041057,0.514044621,0.490254807,0.510314328,0.481474784,0.482140885,0.666109554,0.562365826,0.464379662,0.643602461,0.510893415,0.54232933,0.541405419,0.541223694
Scopelopsis_multipunctatus,0.41218859,0.415219247,0.430816055,0.42220832,0.42104699,0.431475494,0.423817416,0.433414204,0.439602252,0.413797931,0.458170819,0.407896912,0.439236141,0.428951594,0.418442831,0.416860495,0.514818487,0.525785685,0.603585375,0.550646704,0.542284144,0.527023072,0.520561082,0.608092574,0.606347129,0.605697867,0.539070392,0.557776058,0.572036599,0.586890883,0.624370143,0.566751444,0.484076922,0.494704339,0.516270429,0.520901706,0.481295403,0.560182417,0.50906181,0.508894259,0.504470328,0.52252396,0.514652041,0.550448607,0.48384883,0.504633619,0.591504253,0.633574421,0.544639434,0.470583679,0.60282885,0.561000398,0.582480388,0.617689414,0.640498276,0.545166147,0.428096064,0.487441837,0.39424726,0.425308351,0.419895614,0.461401975,0.428770624,0.439822471,0.423194421,0.442802363,0.449487036,0.416015961,0.418503638,0.410168358,0.438811454,0.440935268,0.432957675,0.431738608,0.427815547,0.439626807,0.417903688,0.437698355,0.453735174,0.435913704,0.43383252,0.417718284,0.491728128,0.523277568,0.467146063,0.520623184,0.50811514,0.477788898,0.483074352,0.467762654,0.499177306,0.494736889,0.50641946,0.498435228,0.483332577,0.487785808,0.489125531,0.493379783,0.492033453,0.496616687,0.492787656,0.421788347,NA,0.253940351,0.259950868,0.2782092,0.301527652,0.269084692,0.259384423,0.3332667,0.301344196,0.297148132,0.29753289,0.291599025,0.28870539,0.324292715,0.413533978,0.3986628,0.533103195,0.412461039,0.419284402,0.412090143,0.436768221,0.491417188,0.422859888,0.434941619,0.385801178,0.384817192,0.480249572,0.477830044,0.56689468,0.416315742,0.470379507,0.47867972,0.465255688,0.458674929,0.467982649,0.502938291,0.473958636,0.475952941,0.498930018,0.479660974,0.481320317,0.482369293,0.502282711,0.488823105,0.481407422,0.482533619,0.468652583,0.471744489,0.483742227,0.486417705,0.537899533,0.495808391,0.462017397,0.508656959,0.467381127,0.44841152,0.549053932,0.524890653,0.564653486,0.612505854,0.613929715,0.537563766,0.513773952,0.533833473,0.504993929,0.50566003,0.689628699,0.585884971,0.487898807,0.708867564,0.576158518,0.607594434,0.606670523,0.606488798
Notoscopelus_caudispinosus,0.326920861,0.329951518,0.345548327,0.336940591,0.335779262,0.346207766,0.338549687,0.348146476,0.354334523,0.328530203,0.372903091,0.322629184,0.353968412,0.343683866,0.333175103,0.331592767,0.429550759,0.440517956,0.518317647,0.465378976,0.457016415,0.441755344,0.435293353,0.522824846,0.521079401,0.520430138,0.453802664,0.47250833,0.486768871,0.501623155,0.539102414,0.481483716,0.398809194,0.409436611,0.4310027,0.435633977,0.396027674,0.474914689,0.423794082,0.42362653,0.419202599,0.437256231,0.429384313,0.465180878,0.398581101,0.419365891,0.506236525,0.548306692,0.459371706,0.385315951,0.517561121,0.47573267,0.49721266,0.532421686,0.555230548,0.459898418,0.342828335,0.402174109,0.308979532,0.340040622,0.334627885,0.376134247,0.343502896,0.354554742,0.337926693,0.357534635,0.364219308,0.330748233,0.333235909,0.324900629,0.353543725,0.355667539,0.347689946,0.346470879,0.342547818,0.354359079,0.332635959,0.352430626,0.368467446,0.350645976,0.348564792,0.332450556,0.4064604,0.43800984,0.381878335,0.435355455,0.422847412,0.39252117,0.397806624,0.382494925,0.413909578,0.409469161,0.421151731,0.4131675,0.398064849,0.40251808,0.403857802,0.408112055,0.406765725,0.411348959,0.407519928,0.336520619,0.253940351,NA,0.089918182,0.108176513,0.131494965,0.183816963,0.174116695,0.247998972,0.216076468,0.211880404,0.212265162,0.206331297,0.203437662,0.239024986,0.32826625,0.313395072,0.447835467,0.327193311,0.334016674,0.326822414,0.351500492,0.40614946,0.33759216,0.349673891,0.300533449,0.299549464,0.394981844,0.392562316,0.481626951,0.331048014,0.385111779,0.393411992,0.379987959,0.3734072,0.382714921,0.417670563,0.388690908,0.390685213,0.41366229,0.394393246,0.396052588,0.397101564,0.417014983,0.403555377,0.396139694,0.39726589,0.383384855,0.38647676,0.398474499,0.401149977,0.452631805,0.410540663,0.376749669,0.42338923,0.382113398,0.363143792,0.463786204,0.439622924,0.479385757,0.527238125,0.528661987,0.452296037,0.428506223,0.448565745,0.4197262,0.420392302,0.604360971,0.500617242,0.402631078,0.623599836,0.49089079,0.522326705,0.521402794,0.521221069
Notoscopelus_resplendens,0.332931379,0.335962036,0.351558844,0.342951109,0.341789779,0.352218283,0.344560205,0.354156993,0.360345041,0.33454072,0.378913608,0.328639701,0.35997893,0.349694383,0.33918562,0.337603284,0.435561276,0.446528474,0.524328164,0.471389493,0.463026933,0.447765861,0.441303871,0.528835363,0.527089918,0.526440656,0.459813181,0.478518847,0.492779388,0.507633672,0.545112932,0.487494233,0.404819711,0.415447128,0.437013218,0.441644495,0.402038192,0.480925206,0.429804599,0.429637048,0.425213117,0.443266749,0.43539483,0.471191396,0.404591619,0.425376408,0.512247042,0.55431721,0.465382223,0.391326468,0.523571639,0.481743187,0.503223177,0.538432203,0.561241065,0.465908936,0.348838853,0.408184626,0.314990049,0.34605114,0.340638403,0.382144764,0.349513413,0.36056526,0.34393721,0.363545152,0.370229825,0.33675875,0.339246427,0.330911147,0.359554243,0.361678057,0.353700464,0.352481397,0.348558336,0.360369596,0.338646477,0.358441144,0.374477963,0.356656493,0.354575309,0.338461073,0.412470917,0.444020357,0.387888852,0.441365973,0.428857929,0.398531687,0.403817141,0.388505443,0.419920095,0.415479678,0.427162249,0.419178017,0.404075366,0.408528597,0.40986832,0.414122572,0.412776242,0.417359476,0.413530445,0.342531136,0.259950868,0.089918182,NA,0.079312924,0.102631376,0.189827481,0.180127212,0.254009489,0.222086985,0.217890921,0.218275679,0.212341814,0.209448179,0.245035504,0.334276767,0.319405589,0.453845984,0.333203828,0.340027191,0.332832932,0.35751101,0.412159977,0.343602677,0.355684408,0.306543967,0.305559981,0.400992361,0.398572833,0.487637469,0.337058531,0.391122296,0.399422509,0.385998477,0.379417718,0.388725438,0.42368108,0.394701425,0.39669573,0.419672807,0.400403763,0.402063106,0.403112082,0.423025501,0.409565895,0.402150211,0.403276408,0.389395372,0.392487278,0.404485016,0.407160494,0.458642322,0.41655118,0.382760186,0.429399748,0.388123916,0.369154309,0.469796721,0.445633442,0.485396275,0.533248643,0.534672504,0.458306555,0.434516741,0.454576262,0.425736718,0.426402819,0.610371488,0.50662776,0.408641596,0.629610353,0.496901307,0.528337223,0.527413312,0.527231587
Notoscopelus_bolini,0.351189711,0.354220367,0.369817176,0.361209441,0.360048111,0.370476615,0.362818536,0.372415325,0.378603373,0.352799052,0.39717194,0.346898033,0.378237261,0.367952715,0.357443952,0.355861616,0.453819608,0.464786806,0.542586496,0.489647825,0.481285264,0.466024193,0.459562203,0.547093695,0.54534825,0.544698987,0.478071513,0.496777179,0.51103772,0.525892004,0.563371263,0.505752565,0.423078043,0.43370546,0.455271549,0.459902827,0.420296523,0.499183538,0.448062931,0.44789538,0.443471449,0.46152508,0.453653162,0.489449727,0.422849951,0.44363474,0.530505374,0.572575541,0.483640555,0.4095848,0.54182997,0.500001519,0.521481509,0.556690535,0.579499397,0.484167267,0.367097184,0.426442958,0.333248381,0.364309472,0.358896735,0.400403096,0.367771745,0.378823591,0.362195542,0.381803484,0.388488157,0.355017082,0.357504758,0.349169478,0.377812575,0.379936389,0.371958796,0.370739728,0.366816667,0.378627928,0.356904808,0.376699476,0.392736295,0.374914825,0.372833641,0.356719405,0.430729249,0.462278689,0.406147184,0.459624305,0.447116261,0.416790019,0.422075473,0.406763774,0.438178427,0.43373801,0.445420581,0.437436349,0.422333698,0.426786929,0.428126651,0.432380904,0.431034574,0.435617808,0.431788777,0.360789468,0.2782092,0.108176513,0.079312924,NA,0.073541291,0.208085812,0.198385544,0.272267821,0.240345317,0.236149253,0.236534011,0.230600146,0.227706511,0.263293835,0.352535099,0.337663921,0.472104316,0.35146216,0.358285523,0.351091263,0.375769341,0.430418309,0.361861009,0.37394274,0.324802299,0.323818313,0.419250693,0.416831165,0.505895801,0.355316863,0.409380628,0.417680841,0.404256808,0.397676049,0.40698377,0.441939412,0.412959757,0.414954062,0.437931139,0.418662095,0.420321437,0.421370414,0.441283832,0.427824226,0.420408543,0.421534739,0.407653704,0.41074561,0.422743348,0.425418826,0.476900654,0.434809512,0.401018518,0.447658079,0.406382248,0.387412641,0.488055053,0.463891774,0.503654606,0.551506975,0.552930836,0.476564887,0.452775073,0.472834594,0.44399505,0.444661151,0.62862982,0.524886091,0.426899928,0.647868685,0.515159639,0.546595554,0.545671643,0.545489918
Notoscopelus_elongatus_kroyeri,0.374508163,0.37753882,0.393135628,0.384527893,0.383366563,0.393795067,0.386136989,0.395733777,0.401921825,0.376117504,0.420490392,0.370216485,0.401555713,0.391271167,0.380762404,0.379180068,0.47713806,0.488105258,0.565904948,0.512966277,0.504603717,0.489342645,0.482880655,0.570412147,0.568666702,0.56801744,0.501389965,0.520095631,0.534356172,0.549210456,0.586689716,0.529071017,0.446396495,0.457023912,0.478590002,0.483221279,0.443614976,0.52250199,0.471381383,0.471213832,0.466789901,0.484843532,0.476971614,0.51276818,0.446168403,0.466953192,0.553823826,0.595893994,0.506959007,0.432903252,0.565148422,0.523319971,0.544799961,0.580008987,0.602817849,0.507485719,0.390415636,0.44976141,0.356566833,0.387627924,0.382215187,0.423721548,0.391090197,0.402142043,0.385513994,0.405121936,0.411806609,0.378335534,0.38082321,0.37248793,0.401131027,0.403254841,0.395277248,0.39405818,0.39013512,0.40194638,0.380223261,0.400017928,0.416054747,0.398233277,0.396152093,0.380037857,0.454047701,0.485597141,0.429465636,0.482942757,0.470434713,0.440108471,0.445393925,0.430082226,0.461496879,0.457056462,0.468739033,0.460754801,0.44565215,0.450105381,0.451445104,0.455699356,0.454353026,0.45893626,0.455107229,0.38410792,0.301527652,0.131494965,0.102631376,0.073541291,NA,0.231404265,0.221703996,0.295586273,0.263663769,0.259467705,0.259852463,0.253918598,0.251024963,0.286612288,0.375853551,0.360982373,0.495422768,0.374780612,0.381603975,0.374409715,0.399087794,0.453736761,0.385179461,0.397261192,0.348120751,0.347136765,0.442569145,0.440149617,0.529214253,0.378635315,0.43269908,0.440999293,0.42757526,0.420994502,0.430302222,0.465257864,0.436278209,0.438272514,0.461249591,0.441980547,0.443639889,0.444688866,0.464602284,0.451142678,0.443726995,0.444853191,0.430972156,0.434064062,0.4460618,0.448737278,0.500219106,0.458127964,0.42433697,0.470976532,0.4297007,0.410731093,0.511373505,0.487210226,0.526973059,0.574825427,0.576249288,0.499883339,0.476093525,0.496153046,0.467313502,0.467979603,0.651948272,0.548204544,0.45021838,0.671187137,0.538478091,0.569914006,0.568990096,0.568808371
Lampanyctodes_hectoris,0.309517859,0.312548516,0.328145325,0.319537589,0.31837626,0.328804763,0.321146685,0.330743474,0.336931521,0.311127201,0.355500088,0.305226182,0.33656541,0.326280863,0.3157721,0.314189765,0.412147756,0.423114954,0.500914645,0.447975974,0.439613413,0.424352341,0.417890351,0.505421844,0.503676399,0.503027136,0.436399662,0.455105327,0.469365869,0.484220153,0.521699412,0.464080714,0.381406191,0.392033608,0.413599698,0.418230975,0.378624672,0.457511687,0.406391079,0.406223528,0.401799597,0.419853229,0.411981311,0.447777876,0.381178099,0.401962888,0.488833523,0.53090369,0.441968703,0.367912948,0.500158119,0.458329667,0.479809658,0.515018683,0.537827546,0.442495416,0.325425333,0.384771106,0.291576529,0.32263762,0.317224883,0.358731245,0.326099893,0.33715174,0.32052369,0.340131632,0.346816306,0.31334523,0.315832907,0.307497627,0.336140723,0.338264537,0.330286944,0.329067877,0.325144816,0.336956077,0.315232957,0.335027624,0.351064444,0.333242973,0.331161789,0.315047553,0.389057398,0.420606838,0.364475333,0.417952453,0.405444409,0.375118167,0.380403622,0.365091923,0.396506576,0.392066159,0.403748729,0.395764497,0.380661846,0.385115077,0.3864548,0.390709052,0.389362722,0.393945956,0.390116926,0.319117616,0.269084692,0.183816963,0.189827481,0.208085812,0.231404265,NA,0.137127665,0.211009942,0.179087439,0.174891374,0.175276132,0.169342267,0.166448632,0.202035957,0.310863247,0.295992069,0.430432465,0.309790308,0.316613671,0.309419412,0.33409749,0.388746457,0.320189157,0.332270888,0.283130447,0.282146461,0.377578842,0.375159313,0.464223949,0.313645012,0.367708776,0.376008989,0.362584957,0.356004198,0.365311918,0.400267561,0.371287906,0.373282211,0.396259288,0.376990243,0.378649586,0.379698562,0.399611981,0.386152375,0.378736692,0.379862888,0.365981852,0.369073758,0.381071497,0.383746974,0.435228803,0.39313766,0.359346667,0.405986228,0.364710396,0.34574079,0.446383201,0.422219922,0.461982755,0.509835123,0.511258984,0.434893035,0.411103221,0.431162743,0.402323198,0.402989299,0.586957968,0.48321424,0.385228076,0.606196833,0.473487788,0.504923703,0.503999792,0.503818067
